ImageId,WKT_Pix
AOI_5_Khartoum_img238,"LINESTRING (111.31 1281.58, 124.27 1285.57, 170.86 1300.00)"
AOI_5_Khartoum_img238,"LINESTRING (201.59 77.42, 161.28 51.19, 133.11 17.50, 120.42 0.00)"
AOI_5_Khartoum_img238,"LINESTRING (160.68 1131.41, 196.62 1140.31, 283.95 1165.51)"
AOI_5_Khartoum_img238,"LINESTRING (221.58 934.99, 190.82 1022.95, 160.68 1131.41)"
AOI_5_Khartoum_img238,"LINESTRING (386.08 668.80, 333.04 633.86, 291.62 620.60, 235.28 626.68, 162.93 647.11)"
AOI_5_Khartoum_img238,"LINESTRING (456.20 53.95, 342.98 102.83, 296.59 122.71, 239.15 102.83, 201.59 77.42)"
AOI_5_Khartoum_img238,"LINESTRING (201.59 77.42, 166.25 82.94, 155.20 113.87, 155.20 142.59, 176.19 165.79, 223.69 184.57, 261.24 206.66, 262.90 227.37)"
AOI_5_Khartoum_img238,"LINESTRING (312.61 962.47, 221.58 934.99)"
AOI_5_Khartoum_img238,"LINESTRING (283.95 1165.51, 241.36 1290.81, 239.57 1300.00)"
AOI_5_Khartoum_img238,"LINESTRING (262.90 227.37, 256.27 254.98, 252.96 288.12, 269.53 315.74, 273.95 346.66, 261.79 384.22, 255.17 427.30, 273.95 502.41, 290.51 528.92, 328.07 547.70)"
AOI_5_Khartoum_img238,"LINESTRING (305.98 205.28, 262.90 227.37)"
AOI_5_Khartoum_img238,"LINESTRING (283.95 1165.51, 418.65 1204.38)"
AOI_5_Khartoum_img238,"LINESTRING (427.54 568.32, 465.04 438.07, 460.62 345.28, 387.72 285.64, 341.33 246.98, 305.98 205.28)"
AOI_5_Khartoum_img238,"LINESTRING (456.20 53.95, 402.08 118.01, 364.52 167.72, 305.98 205.28)"
AOI_5_Khartoum_img238,"LINESTRING (574.39 1043.94, 557.82 1037.59, 312.61 962.47)"
AOI_5_Khartoum_img238,"LINESTRING (408.71 726.64, 402.34 734.92, 386.61 755.36, 362.31 802.86, 347.95 829.37, 353.48 851.46, 343.53 896.75, 312.61 962.47)"
AOI_5_Khartoum_img238,"LINESTRING (427.54 568.32, 407.60 567.31, 328.07 547.70)"
AOI_5_Khartoum_img238,"LINESTRING (328.07 547.70, 352.37 573.11, 375.57 625.02, 386.08 668.80)"
AOI_5_Khartoum_img238,"LINESTRING (386.08 668.80, 388.82 680.25, 408.71 726.64)"
AOI_5_Khartoum_img238,"LINESTRING (418.65 1204.38, 403.73 1296.61, 402.64 1300.00)"
AOI_5_Khartoum_img238,"LINESTRING (753.34 876.04, 719.65 874.38, 651.16 854.50, 545.67 826.33, 408.71 726.64)"
AOI_5_Khartoum_img238,"LINESTRING (510.68 583.06, 481.61 602.93, 408.71 726.64)"
AOI_5_Khartoum_img238,"LINESTRING (538.82 1240.31, 497.62 1227.58, 437.98 1211.01, 418.65 1204.38)"
AOI_5_Khartoum_img238,"LINESTRING (524.99 573.27, 427.54 568.32)"
AOI_5_Khartoum_img238,"LINESTRING (504.86 0.00, 494.86 9.76, 456.20 53.95)"
AOI_5_Khartoum_img238,"LINESTRING (772.31 645.77, 747.81 634.41, 640.67 599.62, 581.02 579.73, 541.81 583.60, 510.68 583.06)"
AOI_5_Khartoum_img238,"LINESTRING (524.99 573.27, 510.68 583.06)"
AOI_5_Khartoum_img238,"LINESTRING (662.04 476.58, 649.51 495.78, 568.87 543.28, 524.99 573.27)"
AOI_5_Khartoum_img238,"LINESTRING (851.65 168.83, 778.47 156.95, 673.53 122.71, 597.31 93.99, 531.04 54.22, 524.41 15.56, 529.98 0.00)"
AOI_5_Khartoum_img238,"LINESTRING (733.53 1300.00, 626.31 1267.34, 538.82 1240.31)"
AOI_5_Khartoum_img238,"LINESTRING (593.72 1051.12, 562.24 1165.44, 538.82 1240.31)"
AOI_5_Khartoum_img238,"LINESTRING (772.31 645.77, 545.67 826.33)"
AOI_5_Khartoum_img238,"LINESTRING (593.72 1051.12, 574.39 1043.94)"
AOI_5_Khartoum_img238,"LINESTRING (753.34 876.04, 685.40 906.42, 634.59 925.19, 587.65 1020.19, 574.39 1043.94)"
AOI_5_Khartoum_img238,"LINESTRING (1045.50 1207.14, 975.91 1188.36, 795.31 1128.16, 593.72 1051.12)"
AOI_5_Khartoum_img238,"LINESTRING (662.04 476.58, 709.15 528.92, 753.34 581.94, 779.82 626.29)"
AOI_5_Khartoum_img238,"LINESTRING (851.65 168.83, 789.79 277.08, 738.98 348.87, 684.85 441.66, 662.04 476.58)"
AOI_5_Khartoum_img238,"LINESTRING (774.09 798.63, 772.12 830.20, 753.34 876.04)"
AOI_5_Khartoum_img238,"LINESTRING (753.34 876.04, 793.40 864.36)"
AOI_5_Khartoum_img238,"LINESTRING (839.50 676.94, 772.31 645.77)"
AOI_5_Khartoum_img238,"LINESTRING (779.82 626.29, 772.31 645.77)"
AOI_5_Khartoum_img238,"LINESTRING (892.90 839.15, 814.09 816.39, 774.09 798.63)"
AOI_5_Khartoum_img238,"LINESTRING (774.09 798.63, 793.40 864.36)"
AOI_5_Khartoum_img238,"LINESTRING (839.50 676.94, 774.88 786.02, 774.09 798.63)"
AOI_5_Khartoum_img238,"LINESTRING (779.82 626.29, 793.10 591.88, 859.38 532.24, 938.91 489.16, 1068.15 467.62)"
AOI_5_Khartoum_img238,"LINESTRING (793.40 864.36, 863.24 844.01, 892.90 839.15)"
AOI_5_Khartoum_img238,"LINESTRING (989.72 735.20, 949.95 714.49, 839.50 676.94)"
AOI_5_Khartoum_img238,"LINESTRING (1002.68 0.00, 987.51 13.08, 955.48 62.79, 906.88 119.12, 851.65 168.83)"
AOI_5_Khartoum_img238,"LINESTRING (892.90 839.15, 924.00 834.06, 989.72 735.20)"
AOI_5_Khartoum_img238,"LINESTRING (1045.50 1207.14, 982.82 1248.29, 952.99 1280.32, 947.93 1300.00)"
AOI_5_Khartoum_img238,"LINESTRING (1065.94 779.11, 989.72 735.20)"
AOI_5_Khartoum_img238,"LINESTRING (1300.00 1292.25, 1235.49 1272.31, 1045.50 1207.14)"
AOI_5_Khartoum_img238,"LINESTRING (1300.00 891.13, 1294.59 888.47, 1197.38 871.90, 1117.85 834.34, 1065.94 779.11)"
AOI_5_Khartoum_img238,"LINESTRING (1065.94 779.11, 1080.30 709.52, 1076.98 641.04, 1075.88 607.90, 1085.82 564.82)"
AOI_5_Khartoum_img238,"LINESTRING (1085.82 564.82, 1085.82 548.25, 1072.56 510.70, 1068.15 467.62)"
AOI_5_Khartoum_img238,"LINESTRING (1068.15 467.62, 1094.66 401.34, 1115.59 375.04, 1137.73 347.22)"
AOI_5_Khartoum_img238,"LINESTRING (1085.82 564.82, 1146.57 598.51, 1190.75 602.93, 1227.21 600.72, 1281.33 580.84)"
AOI_5_Khartoum_img238,"LINESTRING (1300.00 61.55, 1122.77 0.00)"
AOI_5_Khartoum_img238,"LINESTRING (1137.73 347.22, 1187.44 266.58, 1197.34 255.63)"
AOI_5_Khartoum_img238,"LINESTRING (1240.56 267.72, 1192.44 313.24, 1137.73 347.22)"
AOI_5_Khartoum_img238,"LINESTRING (1245.98 203.62, 1222.69 201.23, 1209.17 207.14, 1197.34 214.91, 1189.91 225.89, 1188.89 241.61, 1197.34 255.63)"
AOI_5_Khartoum_img238,"LINESTRING (1197.34 255.63, 1245.98 203.62)"
AOI_5_Khartoum_img238,"LINESTRING (1299.73 369.84, 1285.75 355.50, 1280.23 334.51, 1265.87 310.21, 1237.15 284.81)"
AOI_5_Khartoum_img238,"LINESTRING (1281.33 580.84, 1264.76 483.63, 1252.61 375.38, 1237.15 284.81)"
AOI_5_Khartoum_img238,"LINESTRING (1237.15 284.81, 1240.56 267.72)"
AOI_5_Khartoum_img238,"LINESTRING (1240.56 267.72, 1244.88 246.15, 1245.98 203.62)"
AOI_5_Khartoum_img238,"LINESTRING (1245.98 203.62, 1300.00 157.57)"
AOI_5_Khartoum_img238,"LINESTRING (1300.00 947.27, 1257.66 958.31)"
AOI_5_Khartoum_img238,"LINESTRING (1281.33 580.84, 1287.27 611.07, 1300.00 617.58)"
AOI_5_Khartoum_img238,"LINESTRING (1281.33 580.84, 1300.00 570.17)"
AOI_5_Khartoum_img238,"LINESTRING (1300.00 373.88, 1299.73 369.84)"
AOI_5_Khartoum_img238,"LINESTRING (1299.73 369.84, 1300.00 369.18)"
AOI_5_Khartoum_img89,"LINESTRING (0.00 243.99, 74.02 229.00)"
AOI_5_Khartoum_img89,"LINESTRING (0.00 468.39, 110.65 450.81)"
AOI_5_Khartoum_img89,"LINESTRING (0.00 651.12, 139.27 626.74)"
AOI_5_Khartoum_img89,"LINESTRING (0.00 832.68, 168.24 804.81)"
AOI_5_Khartoum_img89,"LINESTRING (0.00 1020.62, 198.63 991.66)"
AOI_5_Khartoum_img89,"LINESTRING (0.00 1241.86, 207.45 1210.59)"
AOI_5_Khartoum_img89,"LINESTRING (110.65 450.81, 79.77 261.03, 74.02 229.00)"
AOI_5_Khartoum_img89,"LINESTRING (74.02 229.00, 539.65 158.04)"
AOI_5_Khartoum_img89,"LINESTRING (110.65 450.81, 139.27 626.74)"
AOI_5_Khartoum_img89,"LINESTRING (110.65 450.81, 576.04 376.89)"
AOI_5_Khartoum_img89,"LINESTRING (139.27 626.74, 168.24 804.81)"
AOI_5_Khartoum_img89,"LINESTRING (168.24 804.81, 198.63 991.66)"
AOI_5_Khartoum_img89,"LINESTRING (168.24 804.81, 630.51 728.23)"
AOI_5_Khartoum_img89,"LINESTRING (198.63 991.66, 233.61 1206.65)"
AOI_5_Khartoum_img89,"LINESTRING (198.63 991.66, 660.91 924.28)"
AOI_5_Khartoum_img89,"LINESTRING (207.45 1210.59, 226.11 1300.00)"
AOI_5_Khartoum_img89,"LINESTRING (207.45 1210.59, 233.61 1206.65)"
AOI_5_Khartoum_img89,"LINESTRING (233.61 1206.65, 657.33 1142.88)"
AOI_5_Khartoum_img89,"LINESTRING (539.65 158.04, 558.50 263.74, 576.04 376.89)"
AOI_5_Khartoum_img89,"LINESTRING (539.65 158.04, 639.86 139.16)"
AOI_5_Khartoum_img89,"LINESTRING (576.04 376.89, 604.75 562.06)"
AOI_5_Khartoum_img89,"LINESTRING (576.04 376.89, 1041.88 302.89, 1066.27 496.01)"
AOI_5_Khartoum_img89,"LINESTRING (604.75 562.06, 630.51 728.23)"
AOI_5_Khartoum_img89,"LINESTRING (604.75 562.06, 1066.27 496.01)"
AOI_5_Khartoum_img89,"LINESTRING (630.51 728.23, 660.91 924.28)"
AOI_5_Khartoum_img89,"LINESTRING (630.51 728.23, 1087.95 649.15)"
AOI_5_Khartoum_img89,"LINESTRING (657.33 1142.88, 679.36 1300.00)"
AOI_5_Khartoum_img89,"LINESTRING (657.33 1142.88, 693.94 1137.37)"
AOI_5_Khartoum_img89,"LINESTRING (660.91 924.28, 693.94 1137.37)"
AOI_5_Khartoum_img89,"LINESTRING (660.91 924.28, 661.06 924.25, 1127.93 846.33)"
AOI_5_Khartoum_img89,"LINESTRING (693.94 1137.37, 1129.00 1071.89)"
AOI_5_Khartoum_img89,"LINESTRING (1021.03 1300.00, 1149.87 1279.50)"
AOI_5_Khartoum_img89,"LINESTRING (1066.27 496.01, 1087.95 649.15)"
AOI_5_Khartoum_img89,"LINESTRING (1087.95 649.15, 1127.93 846.33)"
AOI_5_Khartoum_img89,"LINESTRING (1127.93 846.33, 1150.35 1023.87, 1129.00 1071.89)"
AOI_5_Khartoum_img89,"LINESTRING (1129.00 1071.89, 1120.06 1096.62, 1149.87 1279.50)"
AOI_5_Khartoum_img89,"LINESTRING (1129.00 1071.89, 1300.00 1046.15)"
AOI_5_Khartoum_img89,"LINESTRING (1149.87 1279.50, 1153.21 1300.00)"
AOI_5_Khartoum_img423,"LINESTRING (288.72 90.66, 0.00 133.99)"
AOI_5_Khartoum_img423,"LINESTRING (319.17 248.85, 179.60 275.13, 0.00 302.34)"
AOI_5_Khartoum_img423,"LINESTRING (0.00 445.54, 3.77 483.10)"
AOI_5_Khartoum_img423,"LINESTRING (346.52 430.19, 124.57 469.36)"
AOI_5_Khartoum_img423,"LINESTRING (273.12 0.00, 288.72 90.66)"
AOI_5_Khartoum_img423,"LINESTRING (288.72 90.66, 319.17 248.85)"
AOI_5_Khartoum_img423,"LINESTRING (288.72 90.66, 580.53 40.99)"
AOI_5_Khartoum_img423,"LINESTRING (319.17 248.85, 346.52 430.19)"
AOI_5_Khartoum_img423,"LINESTRING (605.79 194.88, 319.17 248.85)"
AOI_5_Khartoum_img423,"LINESTRING (533.07 398.81, 346.52 430.19)"
AOI_5_Khartoum_img423,"LINESTRING (533.07 398.81, 546.53 459.48)"
AOI_5_Khartoum_img423,"LINESTRING (636.07 381.38, 533.07 398.81)"
AOI_5_Khartoum_img423,"LINESTRING (573.74 0.00, 580.53 40.99)"
AOI_5_Khartoum_img423,"LINESTRING (580.53 40.99, 595.95 132.86)"
AOI_5_Khartoum_img423,"LINESTRING (595.95 132.86, 605.79 194.88)"
AOI_5_Khartoum_img423,"LINESTRING (595.95 132.86, 878.69 91.39)"
AOI_5_Khartoum_img423,"LINESTRING (605.79 194.88, 622.95 300.56)"
AOI_5_Khartoum_img423,"LINESTRING (622.95 300.56, 636.07 381.38)"
AOI_5_Khartoum_img423,"LINESTRING (622.95 300.56, 879.24 257.85)"
AOI_5_Khartoum_img423,"LINESTRING (636.07 381.38, 656.70 472.83)"
AOI_5_Khartoum_img153,"LINESTRING (484.04 0.00, 424.31 102.31)"
AOI_5_Khartoum_img153,"LINESTRING (522.78 0.00, 454.42 115.07)"
AOI_5_Khartoum_img153,"LINESTRING (1129.25 119.40, 1070.70 162.47)"
AOI_5_Khartoum_img153,"LINESTRING (1264.01 91.78, 1222.03 114.98, 1162.38 119.40, 1129.25 119.40)"
AOI_5_Khartoum_img153,"LINESTRING (1129.25 119.40, 1172.32 61.96, 1226.02 0.00)"
AOI_5_Khartoum_img153,"LINESTRING (1300.00 268.86, 1266.77 268.51, 1234.18 251.39, 1209.33 224.33, 1201.60 202.79, 1209.33 173.52, 1235.84 129.89, 1264.01 91.78)"
AOI_5_Khartoum_img153,"LINESTRING (1300.00 52.66, 1264.01 91.78)"
AOI_5_Khartoum_img35,"LINESTRING (0.00 89.05, 32.24 83.62)"
AOI_5_Khartoum_img35,"LINESTRING (0.00 442.54, 96.47 426.57)"
AOI_5_Khartoum_img35,"LINESTRING (0.00 632.50, 129.99 612.98)"
AOI_5_Khartoum_img35,"LINESTRING (0.00 986.63, 53.47 982.67, 119.60 983.35, 178.24 1009.26, 192.13 1015.51)"
AOI_5_Khartoum_img35,"LINESTRING (0.00 988.59, 40.85 1031.07, 48.35 1059.03, 45.63 1094.48, 70.17 1130.62, 120.62 1183.80, 132.21 1196.75, 141.42 1252.66)"
AOI_5_Khartoum_img35,"LINESTRING (32.24 83.62, 27.05 0.00)"
AOI_5_Khartoum_img35,"LINESTRING (96.47 426.57, 32.24 83.62)"
AOI_5_Khartoum_img35,"LINESTRING (32.24 83.62, 66.51 78.50, 184.83 59.43)"
AOI_5_Khartoum_img35,"LINESTRING (96.47 426.57, 304.46 392.13)"
AOI_5_Khartoum_img35,"LINESTRING (141.42 1252.66, 119.48 1300.00)"
AOI_5_Khartoum_img35,"LINESTRING (129.99 612.98, 153.35 711.65, 154.03 744.37, 177.21 795.51, 209.94 830.28, 250.85 869.83)"
AOI_5_Khartoum_img35,"LINESTRING (129.99 612.98, 332.98 582.50)"
AOI_5_Khartoum_img35,"LINESTRING (192.13 1015.51, 189.15 1024.94, 176.87 1076.75, 160.51 1128.57, 153.69 1194.03, 141.42 1252.66)"
AOI_5_Khartoum_img35,"LINESTRING (675.26 159.70, 267.09 227.48, 224.03 170.23, 184.83 59.43)"
AOI_5_Khartoum_img35,"LINESTRING (184.83 59.43, 553.56 0.00)"
AOI_5_Khartoum_img35,"LINESTRING (192.13 1015.51, 246.42 1039.94, 332.33 1061.75, 385.51 1089.71, 413.44 1127.97)"
AOI_5_Khartoum_img35,"LINESTRING (250.85 869.83, 215.05 943.12, 192.13 1015.51)"
AOI_5_Khartoum_img35,"LINESTRING (250.85 869.83, 289.03 922.32, 336.76 980.28, 376.98 1038.91, 401.53 1074.37, 413.44 1127.97)"
AOI_5_Khartoum_img35,"LINESTRING (332.98 582.50, 296.87 681.31, 290.05 748.12, 277.78 802.67, 250.85 869.83)"
AOI_5_Khartoum_img35,"LINESTRING (262.92 1300.00, 277.87 1297.58, 321.61 1291.48)"
AOI_5_Khartoum_img35,"LINESTRING (267.09 227.48, 304.46 392.13)"
AOI_5_Khartoum_img35,"LINESTRING (304.46 392.13, 369.57 382.24)"
AOI_5_Khartoum_img35,"LINESTRING (321.61 1291.48, 317.61 1300.00)"
AOI_5_Khartoum_img35,"LINESTRING (413.44 1127.97, 419.26 1168.46, 405.62 1197.78, 372.89 1238.00, 321.61 1291.48)"
AOI_5_Khartoum_img35,"LINESTRING (321.61 1291.48, 474.88 1270.11)"
AOI_5_Khartoum_img35,"LINESTRING (332.98 582.50, 376.04 576.04)"
AOI_5_Khartoum_img35,"LINESTRING (376.04 576.04, 369.57 382.24)"
AOI_5_Khartoum_img35,"LINESTRING (369.57 382.24, 704.00 331.45)"
AOI_5_Khartoum_img35,"LINESTRING (376.04 576.04, 403.00 571.99)"
AOI_5_Khartoum_img35,"LINESTRING (403.00 571.99, 421.64 651.31, 424.37 687.44, 423.69 718.12, 408.69 767.21, 399.82 806.76, 402.55 851.08, 420.28 1032.44, 439.37 1104.71, 442.10 1141.53, 463.91 1202.89, 474.88 1270.11)"
AOI_5_Khartoum_img35,"LINESTRING (735.09 522.02, 725.40 523.58, 403.00 571.99)"
