ImageId,WKT_Pix
AOI_4_Shanghai_img1173,"LINESTRING (1300.00 437.47, 1294.01 443.91, 1262.40 446.09, 1244.96 450.45, 964.86 724.02)"
AOI_4_Shanghai_img1173,"LINESTRING (1049.87 2.63, 1026.98 26.07, 996.18 0.00)"
AOI_4_Shanghai_img1173,"LINESTRING (1286.70 195.52, 1049.87 2.63, 1052.76 0.00)"
AOI_4_Shanghai_img1173,"LINESTRING (1300.00 1009.01, 1238.65 1064.48, 1223.26 1078.39, 1149.92 1144.69, 1053.79 1231.59)"
AOI_4_Shanghai_img1173,"LINESTRING (1149.92 1144.69, 1300.00 1268.39)"
AOI_4_Shanghai_img1173,"LINESTRING (1238.65 1064.48, 1187.20 1021.29)"
AOI_4_Shanghai_img1173,"LINESTRING (1206.02 270.27, 1300.00 329.47)"
AOI_4_Shanghai_img1173,"LINESTRING (1300.00 392.43, 1218.24 326.26, 1206.02 270.27)"
AOI_4_Shanghai_img1173,"LINESTRING (1206.02 270.27, 1286.70 195.52, 1300.00 183.21)"
AOI_4_Shanghai_img1173,"LINESTRING (1223.26 1078.39, 1300.00 1138.90)"
AOI_4_Shanghai_img144,"LINESTRING (0.00 248.97, 197.05 169.23, 216.81 161.93, 240.33 153.24, 545.25 40.55)"
AOI_4_Shanghai_img144,"LINESTRING (170.56 803.38, 122.42 749.87, 0.00 613.77)"
AOI_4_Shanghai_img144,"LINESTRING (0.00 782.35, 122.42 749.87)"
AOI_4_Shanghai_img144,"LINESTRING (206.36 846.62, 111.55 881.77, 0.00 910.08)"
AOI_4_Shanghai_img144,"LINESTRING (263.13 915.19, 158.94 949.42, 118.17 962.82, 13.12 991.58, 0.00 987.78)"
AOI_4_Shanghai_img144,"LINESTRING (1300.00 989.82, 984.03 1025.70, 773.19 1049.90, 523.47 1078.41, 399.91 1093.10, 271.16 1124.21, 101.80 1165.69, 63.78 1169.14, 37.86 1170.87, 0.00 1181.84)"
AOI_4_Shanghai_img144,"LINESTRING (0.00 1242.09, 431.29 1134.76)"
AOI_4_Shanghai_img144,"LINESTRING (0.00 1277.71, 126.86 1246.91, 269.43 1213.21, 343.74 1195.93, 455.64 1173.11, 545.94 1158.77, 650.49 1147.54, 741.22 1135.44, 775.78 1134.58, 806.02 1138.03, 838.86 1137.17, 928.72 1126.80, 985.75 1120.75, 1023.77 1112.11, 1081.67 1100.01, 1162.89 1090.51, 1300.00 1076.18)"
AOI_4_Shanghai_img144,"LINESTRING (216.81 161.93, 170.83 86.82, 153.49 52.40, 3.56 87.26)"
AOI_4_Shanghai_img144,"LINESTRING (454.72 1300.00, 415.23 1259.80, 373.93 1241.06, 331.60 1240.19, 262.75 1252.39, 127.03 1285.99, 99.05 1292.92, 70.81 1300.00)"
AOI_4_Shanghai_img144,"LINESTRING (127.03 1285.99, 132.65 1300.00)"
AOI_4_Shanghai_img144,"LINESTRING (135.00 916.63, 158.94 949.42, 196.20 986.79, 222.21 1029.49, 202.83 1047.36)"
AOI_4_Shanghai_img144,"LINESTRING (431.29 1134.76, 399.91 1093.10, 300.08 959.82, 263.13 915.19, 206.36 846.62, 170.56 803.38)"
AOI_4_Shanghai_img144,"LINESTRING (693.27 575.46, 562.91 630.97, 170.56 803.38)"
AOI_4_Shanghai_img144,"LINESTRING (240.33 153.24, 207.55 99.02, 201.94 29.74, 191.42 0.00)"
AOI_4_Shanghai_img144,"LINESTRING (431.29 1134.76, 455.64 1173.11, 536.21 1300.00)"
AOI_4_Shanghai_img144,"LINESTRING (431.29 1134.76, 713.46 1108.68, 1300.00 1035.90)"
AOI_4_Shanghai_img144,"LINESTRING (545.25 40.55, 524.22 15.32, 516.89 0.00)"
AOI_4_Shanghai_img144,"LINESTRING (545.25 40.55, 564.59 127.18, 616.74 320.62, 682.34 520.79, 693.27 575.46)"
AOI_4_Shanghai_img144,"LINESTRING (600.95 0.00, 591.43 4.79, 545.25 40.55)"
AOI_4_Shanghai_img144,"LINESTRING (545.25 40.55, 611.69 31.30, 742.50 0.00)"
AOI_4_Shanghai_img144,"LINESTRING (693.27 575.46, 964.09 577.98, 1300.00 577.98)"
AOI_4_Shanghai_img144,"LINESTRING (1300.00 1143.46, 1232.39 1150.74, 999.42 1176.39)"
AOI_4_Shanghai_img144,"LINESTRING (1300.00 1285.59, 1298.50 1286.82, 1250.24 1283.54, 1234.25 1282.46, 1190.39 1271.13, 1129.19 1277.23, 1080.74 1284.64, 1064.94 1298.15, 1063.97 1300.00)"
AOI_4_Shanghai_img144,"LINESTRING (1230.17 1300.00, 1245.47 1290.74, 1250.24 1283.54)"
AOI_4_Shanghai_img1928,"LINESTRING (0.00 155.04, 151.12 344.23, 436.19 682.20, 491.74 748.06, 731.59 1026.62, 769.61 1070.78, 955.93 1300.00)"
AOI_4_Shanghai_img1928,"LINESTRING (151.12 344.23, 28.00 422.10, 0.00 439.98)"
AOI_4_Shanghai_img1928,"LINESTRING (0.00 957.64, 150.53 863.42, 381.70 716.85, 436.19 682.20)"
AOI_4_Shanghai_img1928,"LINESTRING (83.07 1300.00, 21.07 1226.59, 0.00 1201.37)"
AOI_4_Shanghai_img1928,"LINESTRING (282.08 0.00, 624.43 405.00, 1208.84 1098.52, 1300.00 1199.44)"
AOI_4_Shanghai_img1928,"LINESTRING (731.59 1026.62, 285.49 1300.00)"
AOI_4_Shanghai_img1928,"LINESTRING (1171.58 1300.00, 1212.08 1272.82, 1283.20 1227.46, 1299.32 1216.56, 1300.00 1215.33)"
AOI_4_Shanghai_img1480,LINESTRING EMPTY
AOI_4_Shanghai_img645,"LINESTRING (0.00 484.09, 55.32 474.80, 75.61 483.05, 139.00 462.12, 167.66 491.26, 199.36 550.22, 207.00 598.27)"
AOI_4_Shanghai_img645,"LINESTRING (5.02 638.68, 0.00 615.70)"
AOI_4_Shanghai_img645,"LINESTRING (0.00 639.84, 5.02 638.68, 44.46 629.60, 106.20 615.38, 207.00 598.27)"
AOI_4_Shanghai_img645,"LINESTRING (44.46 629.60, 64.96 709.98, 133.42 719.48, 134.69 738.50, 108.70 761.33, 63.69 767.67, 46.57 761.96, 0.00 765.45)"
AOI_4_Shanghai_img645,"LINESTRING (0.00 879.91, 90.35 882.92, 107.99 925.45, 115.07 942.51, 127.12 964.06, 149.94 1030.63)"
AOI_4_Shanghai_img645,"LINESTRING (0.00 953.25, 107.99 925.45)"
AOI_4_Shanghai_img645,"LINESTRING (0.00 1068.15, 149.94 1030.63)"
AOI_4_Shanghai_img645,"LINESTRING (75.05 1300.00, 21.40 1200.04, 0.00 1136.83)"
AOI_4_Shanghai_img645,"LINESTRING (63.69 767.67, 84.61 821.55, 234.86 789.85)"
AOI_4_Shanghai_img645,"LINESTRING (127.12 964.06, 267.87 928.60)"
AOI_4_Shanghai_img645,"LINESTRING (149.94 1030.63, 286.60 995.52, 606.39 913.35, 833.35 868.34, 1081.36 808.40, 1092.64 805.57, 1175.63 783.68)"
AOI_4_Shanghai_img645,"LINESTRING (207.00 598.27, 452.34 560.86, 763.62 536.77, 788.60 534.70, 921.98 523.63, 925.03 523.38, 977.95 519.02, 1042.91 513.67, 1092.70 509.58, 1196.79 500.98, 1260.31 495.80, 1300.00 492.29)"
AOI_4_Shanghai_img645,"LINESTRING (234.86 789.85, 243.10 829.16, 258.32 894.46, 267.87 928.60, 286.60 995.52)"
AOI_4_Shanghai_img645,"LINESTRING (234.86 789.85, 402.22 753.72)"
AOI_4_Shanghai_img645,"LINESTRING (452.34 560.86, 414.27 459.56, 316.64 233.24)"
AOI_4_Shanghai_img645,"LINESTRING (316.64 233.24, 296.35 200.27, 278.60 178.71, 274.16 164.77, 394.62 131.80)"
AOI_4_Shanghai_img645,"LINESTRING (316.64 233.24, 352.14 218.65, 472.59 187.59)"
AOI_4_Shanghai_img645,"LINESTRING (553.11 1300.00, 665.35 1272.80, 721.77 1265.83, 744.60 1275.34, 755.39 1300.00)"
AOI_4_Shanghai_img645,"LINESTRING (622.84 141.31, 611.43 118.49, 596.85 86.16, 578.47 35.44, 591.78 6.28, 598.29 0.00)"
AOI_4_Shanghai_img645,"LINESTRING (721.74 394.26, 674.19 289.02, 648.20 225.63, 622.84 141.31)"
AOI_4_Shanghai_img645,"LINESTRING (622.84 141.31, 887.21 65.24, 919.54 75.38, 949.97 121.66)"
AOI_4_Shanghai_img645,"LINESTRING (721.74 394.26, 623.48 414.55)"
AOI_4_Shanghai_img645,"LINESTRING (788.60 534.70, 772.46 489.99, 753.44 464.63, 721.74 394.26)"
AOI_4_Shanghai_img645,"LINESTRING (921.98 523.63, 905.94 454.68, 888.12 408.77, 859.66 335.49, 877.41 310.13)"
AOI_4_Shanghai_img645,"LINESTRING (1176.07 388.58, 888.12 408.77)"
AOI_4_Shanghai_img645,"LINESTRING (936.66 1300.00, 1010.23 1279.14)"
AOI_4_Shanghai_img645,"LINESTRING (1081.36 808.40, 1074.51 764.50, 1027.44 763.20, 1000.27 626.97, 977.95 519.02)"
AOI_4_Shanghai_img645,"LINESTRING (1000.27 626.97, 1080.61 621.33, 1088.24 633.53, 1119.25 620.68, 1194.15 589.29, 1226.19 611.74, 1276.09 599.97, 1288.51 662.95, 1300.00 662.95)"
AOI_4_Shanghai_img645,"LINESTRING (1010.23 1279.14, 1019.33 1300.00)"
AOI_4_Shanghai_img645,"LINESTRING (1010.23 1279.14, 1300.00 1215.22)"
AOI_4_Shanghai_img645,"LINESTRING (1042.91 513.67, 1043.35 506.88, 1043.79 472.24, 1237.79 455.12)"
AOI_4_Shanghai_img645,"LINESTRING (1066.99 694.44, 1172.90 658.70)"
AOI_4_Shanghai_img645,"LINESTRING (1300.00 1074.72, 1082.41 1135.36)"
AOI_4_Shanghai_img645,"LINESTRING (1092.70 509.58, 1096.74 564.45, 1115.48 611.08, 1119.25 620.68, 1145.12 686.49, 1151.66 703.92, 1151.66 733.56, 1175.63 783.68, 1300.00 748.20)"
AOI_4_Shanghai_img645,"LINESTRING (1151.66 703.92, 1234.03 691.06, 1288.51 662.95)"
AOI_4_Shanghai_img645,"LINESTRING (1183.75 86.05, 1238.66 67.74, 1271.79 168.86, 1300.00 206.86)"
AOI_4_Shanghai_img645,"LINESTRING (1196.79 500.98, 1194.15 589.29)"
AOI_4_Shanghai_img645,"LINESTRING (1300.00 594.54, 1276.09 599.97, 1260.31 495.80)"
AOI_4_Shanghai_img645,"LINESTRING (1298.89 0.00, 1300.00 3.61)"
AOI_4_Shanghai_img1187,"LINESTRING (1300.00 562.36, 1211.11 543.48, 911.98 479.94, 800.77 456.64, 653.54 421.69, 573.27 405.72, 219.31 335.31, 161.01 323.71, 0.00 290.76)"
AOI_4_Shanghai_img1187,"LINESTRING (0.00 351.94, 62.51 365.02, 159.69 389.12, 192.63 395.15, 399.60 433.07, 541.88 463.96, 641.09 485.50, 795.74 520.99, 1221.53 607.84, 1300.00 624.77)"
AOI_4_Shanghai_img1187,"LINESTRING (0.00 743.80, 110.60 757.40, 204.34 773.16, 248.83 786.93, 288.02 804.40, 371.17 817.11, 434.72 822.41, 467.55 830.35, 516.27 854.72)"
AOI_4_Shanghai_img1187,"LINESTRING (192.63 395.15, 129.67 630.17, 110.60 757.40, 110.60 799.64, 40.70 1119.51, 0.00 1114.00)"
AOI_4_Shanghai_img1187,"LINESTRING (40.70 1119.51, 6.48 1300.00)"
AOI_4_Shanghai_img1187,"LINESTRING (304.05 0.00, 292.12 52.24, 279.41 92.49, 243.93 247.14, 230.16 288.97, 219.31 335.31)"
AOI_4_Shanghai_img1187,"LINESTRING (733.45 0.00, 732.35 4.45, 673.56 232.70, 652.91 307.91, 606.84 338.09, 573.27 405.72, 541.88 463.96, 521.57 561.32, 554.41 633.34, 554.41 684.19, 516.27 854.72, 395.28 1300.00)"
AOI_4_Shanghai_img1187,"LINESTRING (1300.00 1001.50, 875.94 926.88, 643.19 884.37)"
AOI_4_Shanghai_img1187,"LINESTRING (821.59 162.27, 801.20 234.03, 771.01 368.02, 783.19 379.14, 858.39 395.56, 864.75 378.08, 873.22 266.86)"
AOI_4_Shanghai_img1187,"LINESTRING (858.39 395.56, 880.64 387.61, 938.89 306.05, 947.37 285.93)"
AOI_4_Shanghai_img1187,"LINESTRING (860.30 0.00, 843.83 73.30, 821.59 162.27, 887.79 169.15, 1057.52 192.19)"
AOI_4_Shanghai_img1187,"LINESTRING (1300.00 199.52, 1281.01 273.22, 1226.99 476.58, 1211.11 543.48)"
AOI_4_Shanghai_img25,"LINESTRING (414.87 447.97, 572.09 379.10, 672.66 335.04, 1121.12 138.58, 1300.00 60.22)"
AOI_4_Shanghai_img25,"LINESTRING (1300.00 663.47, 1033.00 776.38, 999.84 790.40, 962.74 819.65, 854.66 861.19, 763.00 896.42, 744.45 896.42, 606.14 953.19, 414.87 1031.69)"
AOI_4_Shanghai_img25,"LINESTRING (416.30 733.13, 706.01 607.58, 1148.22 434.57, 1253.15 391.85, 1300.00 372.66)"
AOI_4_Shanghai_img25,"LINESTRING (477.95 0.00, 519.02 93.36, 672.66 335.04)"
AOI_4_Shanghai_img25,"LINESTRING (854.66 861.19, 706.01 607.58, 572.09 379.10)"
AOI_4_Shanghai_img25,"LINESTRING (606.14 953.19, 637.34 1003.67, 761.57 1204.73, 832.20 1162.08, 757.29 994.52)"
AOI_4_Shanghai_img25,"LINESTRING (637.34 1003.67, 494.06 1067.64, 631.02 1284.55, 762.29 1226.67, 761.57 1204.73)"
AOI_4_Shanghai_img25,"LINESTRING (1033.00 776.38, 1125.39 940.29)"
AOI_4_Shanghai_img25,"LINESTRING (1300.00 464.95, 1253.15 391.85, 1121.12 138.58)"
AOI_4_Shanghai_img25,"LINESTRING (1207.39 1300.00, 1128.25 1157.21)"
AOI_4_Shanghai_img25,"LINESTRING (1300.00 1282.81, 1259.38 1300.00)"
AOI_4_Shanghai_img1881,"LINESTRING (553.43 0.00, 537.59 20.26, 510.34 39.66, 455.34 74.29, 367.75 108.92, 279.14 133.36, 189.51 145.58, 133.58 151.22, 29.61 164.93, 0.00 158.10)"
AOI_4_Shanghai_img1881,"LINESTRING (0.00 751.34, 34.49 746.73, 116.34 734.86)"
AOI_4_Shanghai_img1881,"LINESTRING (0.00 1094.89, 78.77 1084.59, 292.26 1053.49, 329.12 1038.75, 343.48 978.59)"
AOI_4_Shanghai_img1881,"LINESTRING (0.00 1168.70, 196.05 1144.35)"
AOI_4_Shanghai_img1881,"LINESTRING (133.58 151.22, 122.09 119.30, 130.70 80.83, 121.13 39.90, 89.48 0.00)"
AOI_4_Shanghai_img1881,"LINESTRING (601.74 775.79, 459.09 354.23, 433.24 301.02, 230.27 343.59, 75.18 388.61, 90.49 466.37, 108.68 552.32)"
AOI_4_Shanghai_img1881,"LINESTRING (416.78 0.00, 510.34 39.66)"
AOI_4_Shanghai_img1881,"LINESTRING (621.84 826.54, 601.74 775.79, 528.98 795.43, 499.30 797.07, 468.66 743.04)"
AOI_4_Shanghai_img1881,"LINESTRING (773.11 2.25, 746.30 7.16, 691.73 12.07, 593.12 15.34, 537.59 20.26)"
AOI_4_Shanghai_img1881,"LINESTRING (659.18 932.13, 621.84 826.54, 725.24 801.98)"
AOI_4_Shanghai_img1881,"LINESTRING (774.79 1283.93, 682.42 1300.00)"
AOI_4_Shanghai_img1881,"LINESTRING (1001.92 305.93, 979.90 251.09, 956.93 208.52, 904.27 173.33, 840.13 120.94, 773.11 2.25, 771.94 0.00)"
AOI_4_Shanghai_img1881,"LINESTRING (779.65 1300.00, 774.79 1283.93, 758.75 1230.91, 688.86 1023.81, 659.18 932.13, 833.42 886.29)"
AOI_4_Shanghai_img1881,"LINESTRING (1056.94 519.33, 892.90 551.91)"
AOI_4_Shanghai_img1881,"LINESTRING (1000.01 90.65, 960.76 64.46, 926.13 0.00)"
AOI_4_Shanghai_img1881,"LINESTRING (973.80 569.51, 1066.79 554.57)"
AOI_4_Shanghai_img1881,"LINESTRING (988.16 637.45, 1084.32 617.33)"
AOI_4_Shanghai_img1881,"LINESTRING (1300.00 45.77, 1176.42 74.80, 1092.65 94.91, 1063.63 100.26, 1027.73 95.93, 1000.01 90.65)"
AOI_4_Shanghai_img1881,"LINESTRING (1287.59 0.00, 1215.42 32.53, 1077.56 76.74, 1000.01 90.65)"
AOI_4_Shanghai_img1881,"LINESTRING (1127.46 1249.74, 1071.93 1262.02, 1063.80 1228.87)"
AOI_4_Shanghai_img1881,"LINESTRING (1071.93 1262.02, 1081.03 1296.40)"
AOI_4_Shanghai_img1881,"LINESTRING (1218.34 1054.67, 1118.84 1080.30, 1130.81 1130.64)"
AOI_4_Shanghai_img1881,"LINESTRING (1172.34 833.09, 1143.62 811.80, 1093.83 651.36, 1084.32 617.33, 1066.79 554.57, 1056.94 519.33, 1026.82 411.53, 1001.92 305.93, 1262.33 260.91)"
AOI_4_Shanghai_img1881,"LINESTRING (1260.87 1220.95, 1186.82 1239.10, 1178.20 1229.28, 1159.05 1224.37, 1144.69 1225.18, 1126.50 1237.46, 1127.46 1249.74, 1129.85 1255.47, 1142.30 1268.16, 1157.14 1270.62, 1177.72 1266.52, 1186.82 1239.10)"
AOI_4_Shanghai_img1881,"LINESTRING (1197.84 974.51, 1300.00 954.09)"
AOI_4_Shanghai_img1881,"LINESTRING (1232.82 1111.29, 1300.00 1098.03)"
AOI_4_Shanghai_img1881,"LINESTRING (1281.09 1300.00, 1279.25 1292.82, 1260.87 1220.95, 1232.82 1111.29, 1218.34 1054.67, 1197.84 974.51, 1192.44 953.42, 1172.34 833.09, 1234.57 815.90)"
AOI_4_Shanghai_img1881,"LINESTRING (1279.25 1292.82, 1300.00 1288.34)"
AOI_4_Shanghai_img253,"LINESTRING (0.00 693.39, 35.30 690.01, 357.60 652.85, 476.84 638.16, 533.87 632.98, 978.01 579.41, 1113.67 563.85, 1179.34 556.94, 1268.34 548.30, 1300.00 544.52)"
AOI_4_Shanghai_img253,"LINESTRING (0.00 737.73, 22.90 735.53, 32.79 734.59, 196.96 719.47, 575.00 671.51, 641.53 663.73, 950.44 626.58, 1026.91 618.37, 1114.74 611.38, 1300.00 589.23)"
AOI_4_Shanghai_img253,"LINESTRING (1300.00 626.43, 1198.35 638.16, 1118.80 647.56, 987.52 662.36, 862.23 677.91, 811.24 686.55, 766.31 696.92, 660.89 709.88, 585.72 718.52, 531.28 715.93, 378.34 733.21, 241.81 748.77, 20.66 775.36, 0.00 777.76)"
AOI_4_Shanghai_img253,"LINESTRING (1124.70 693.47, 944.53 710.11, 404.08 784.20, 142.57 812.10, 141.70 836.95, 16.71 845.95, 0.00 847.14)"
AOI_4_Shanghai_img253,"LINESTRING (884.82 1300.00, 884.82 1254.05, 841.67 1164.70, 818.92 1142.13, 806.00 1129.32, 789.81 1113.27, 717.02 1077.96, 640.75 1043.10, 560.99 1031.76, 469.46 1032.64, 386.65 1051.38, 306.45 1081.45, 293.59 1087.25, 266.79 1099.32, 218.41 1176.03, 159.13 1259.71, 135.16 1277.15, 47.56 1279.76, 38.84 1279.69, 0.00 1279.35)"
AOI_4_Shanghai_img253,"LINESTRING (16.71 845.95, 20.66 775.36, 22.90 735.53)"
AOI_4_Shanghai_img253,"LINESTRING (38.93 1300.00, 38.84 1279.69, 41.02 1152.06, 53.66 1104.55, 92.88 1079.71, 206.64 1082.76, 293.59 1087.25)"
AOI_4_Shanghai_img253,"LINESTRING (92.88 1079.71, 82.42 995.15, 84.17 950.70, 184.41 931.52, 380.54 888.81, 425.00 876.60, 518.27 888.81, 703.07 879.22, 748.65 871.85, 789.37 865.27, 854.75 853.07, 968.94 871.37, 1041.73 857.86, 1069.19 861.35, 1086.62 873.11, 1102.31 959.85, 1084.88 1017.82)"
AOI_4_Shanghai_img253,"LINESTRING (748.65 871.85, 759.73 950.70, 784.58 956.80)"
AOI_4_Shanghai_img253,"LINESTRING (818.92 1142.13, 942.79 1138.98, 1067.01 1138.98, 1101.87 1042.66, 1084.88 1017.82, 1016.88 1023.92, 924.48 1027.41, 883.95 1042.22, 836.44 1096.27, 806.00 1129.32)"
AOI_4_Shanghai_img253,"LINESTRING (884.82 1254.05, 1018.63 1253.18, 1067.01 1249.69)"
