ImageId,WKT_Pix
AOI_3_Paris_img362,"LINESTRING (1022.89 1123.73, 1054.11 1092.99)"
AOI_3_Paris_img362,"LINESTRING (1054.11 1092.99, 1070.83 1062.79, 1113.62 1038.07, 1154.83 1013.98, 1176.86 996.23, 1300.00 863.82)"
AOI_3_Paris_img362,"LINESTRING (1054.11 1092.99, 1081.45 1091.64, 1130.90 1048.69, 1154.83 1013.98, 1180.19 1036.01, 1230.91 1055.66, 1298.42 1079.28, 1300.00 1079.87)"
AOI_3_Paris_img389,"LINESTRING (0.00 541.93, 127.59 584.18, 366.85 653.53, 390.05 660.25, 484.20 687.83, 773.90 772.25)"
AOI_3_Paris_img389,"LINESTRING (0.00 844.61, 102.23 887.21, 297.41 950.85, 452.18 1001.32, 698.16 1064.72, 921.69 1094.99, 941.60 1097.68, 1300.00 1165.35)"
AOI_3_Paris_img389,"LINESTRING (366.85 653.53, 309.86 690.36, 281.96 696.07, 225.54 748.69, 179.89 789.90, 136.79 845.68, 102.23 887.21)"
AOI_3_Paris_img389,"LINESTRING (484.20 687.83, 418.26 777.22, 353.60 864.70, 297.41 950.85)"
AOI_3_Paris_img389,"LINESTRING (512.00 1300.00, 637.30 1121.78, 718.45 996.25, 766.63 887.21, 773.90 772.25, 776.77 584.18, 785.96 514.77, 803.99 217.38, 806.99 36.53, 794.62 0.00)"
AOI_3_Paris_img389,"LINESTRING (1162.05 1300.00, 1079.49 1276.78, 870.91 1226.70)"
AOI_3_Paris_img389,"LINESTRING (921.69 1094.99, 948.26 1022.56, 974.88 945.22, 1108.02 967.41)"
AOI_3_Paris_img356,"LINESTRING (101.26 0.00, 0.00 81.56)"
AOI_3_Paris_img356,"LINESTRING (114.20 205.15, 60.44 177.75, 0.00 148.24)"
AOI_3_Paris_img356,"LINESTRING (378.30 0.00, 262.94 113.20, 196.85 129.06, 114.20 205.15, 0.00 310.28)"
AOI_3_Paris_img356,"LINESTRING (0.00 473.23, 11.66 464.48, 46.89 467.79)"
AOI_3_Paris_img356,"LINESTRING (0.00 740.71, 49.80 746.35, 57.36 746.79, 123.29 753.22, 209.47 759.04, 337.42 765.91, 443.31 768.19, 460.09 768.56, 606.55 768.03, 750.89 767.50, 899.46 768.03, 1084.51 773.84, 1221.45 774.90, 1300.00 772.92)"
AOI_3_Paris_img356,"LINESTRING (57.36 746.79, 84.48 717.81, 184.36 625.95, 393.97 429.28, 560.43 270.84, 688.05 157.40, 770.05 76.02, 804.97 41.10)"
AOI_3_Paris_img356,"LINESTRING (580.61 423.63, 761.00 502.34, 443.31 768.19)"
AOI_3_Paris_img356,"LINESTRING (905.80 74.81, 839.78 139.64, 829.73 162.37, 827.09 183.52, 814.93 206.78, 580.61 423.63, 502.98 495.47)"
AOI_3_Paris_img356,"LINESTRING (681.58 0.00, 711.28 9.87, 804.97 41.10, 818.96 45.65, 905.80 74.81, 1039.44 119.68, 1111.89 141.51, 1227.14 176.25, 1300.00 201.02)"
AOI_3_Paris_img356,"LINESTRING (711.28 9.87, 726.01 0.00)"
AOI_3_Paris_img356,"LINESTRING (1278.11 0.00, 1111.89 141.51)"
AOI_3_Paris_img356,"LINESTRING (1134.28 387.08, 1300.00 439.86)"
AOI_3_Paris_img356,"LINESTRING (1161.25 939.07, 1234.21 935.90, 1300.00 955.57)"
AOI_3_Paris_img272,"LINESTRING (0.00 132.72, 165.96 187.70)"
AOI_3_Paris_img272,"LINESTRING (165.96 187.70, 51.21 318.38, 0.00 385.70)"
AOI_3_Paris_img272,"LINESTRING (0.00 1117.60, 84.86 1142.08)"
AOI_3_Paris_img272,"LINESTRING (609.47 0.00, 556.79 198.82, 523.44 292.84, 448.94 413.91, 263.30 805.03, 242.37 844.83, 214.03 898.76, 115.50 1082.60, 84.86 1142.08, 30.79 1300.00)"
AOI_3_Paris_img272,"LINESTRING (165.96 187.70, 523.44 292.84, 563.15 306.49, 1300.00 559.78)"
AOI_3_Paris_img272,"LINESTRING (242.37 844.83, 320.97 880.81, 386.46 894.63, 403.88 874.20, 605.75 967.92, 522.24 1095.90)"
AOI_3_Paris_img272,"LINESTRING (957.89 1300.00, 938.30 1185.34, 833.76 886.74, 563.15 306.49)"
AOI_3_Paris_img272,"LINESTRING (833.76 886.74, 1164.20 814.64, 1300.00 862.87)"
AOI_3_Paris_img272,"LINESTRING (938.30 1185.34, 834.68 1300.00)"
AOI_3_Paris_img272,"LINESTRING (1164.20 814.64, 1083.39 667.52, 971.04 636.28)"
AOI_3_Paris_img272,"LINESTRING (1300.00 1164.42, 1189.92 1300.00)"
AOI_3_Paris_img347,"LINESTRING (429.38 0.00, 481.58 50.85, 530.02 94.68, 586.21 155.02, 651.13 211.56, 710.23 256.02, 763.51 284.61, 848.77 318.28, 905.94 343.05, 959.22 379.89, 1045.45 438.97, 1130.71 497.41, 1260.54 570.47, 1300.00 584.15)"
AOI_3_Paris_img398,LINESTRING EMPTY
AOI_3_Paris_img319,"LINESTRING (0.00 382.23, 30.46 386.70)"
AOI_3_Paris_img319,"LINESTRING (623.01 0.00, 506.53 183.50, 363.54 228.26, 129.36 277.65, 46.94 330.91, 30.46 386.70, 12.71 470.38, 14.55 603.99, 0.00 687.38)"
AOI_3_Paris_img319,"LINESTRING (0.00 804.98, 31.18 818.25, 117.72 846.64, 151.44 855.22, 343.32 912.41)"
AOI_3_Paris_img319,"LINESTRING (0.00 1263.59, 102.53 1300.00)"
AOI_3_Paris_img319,"LINESTRING (12.71 470.38, 140.14 484.33, 249.33 490.27)"
AOI_3_Paris_img319,"LINESTRING (409.16 0.00, 370.68 7.24, 239.70 15.65, 120.05 0.00)"
AOI_3_Paris_img319,"LINESTRING (343.32 912.41, 834.32 1127.96, 1092.35 1223.68, 1270.25 1300.00)"
AOI_3_Paris_img319,"LINESTRING (527.49 603.04, 470.43 676.58, 431.12 762.79, 343.32 912.41)"
AOI_3_Paris_img319,"LINESTRING (758.40 0.00, 851.70 26.69, 1166.52 163.68, 1300.00 218.42)"
AOI_3_Paris_img319,"LINESTRING (1300.00 389.85, 1224.19 483.91, 1286.68 530.17, 1300.00 534.25)"
AOI_3_Paris_img449,"LINESTRING (204.24 0.00, 206.36 1.31, 330.72 121.13, 445.37 248.09, 510.79 288.89, 680.49 294.07, 807.44 234.48)"
AOI_3_Paris_img449,"LINESTRING (817.94 223.35, 813.58 153.73, 770.47 101.11, 670.30 57.36, 527.03 11.72, 499.18 0.00)"
AOI_3_Paris_img449,"LINESTRING (892.14 344.99, 879.51 377.20, 857.00 396.53, 829.74 425.06)"
AOI_3_Paris_img449,"LINESTRING (897.97 184.63, 933.16 139.15, 968.03 77.65, 989.26 27.57)"
AOI_3_Paris_img449,"LINESTRING (1017.71 218.04, 994.34 153.73, 988.00 78.92, 989.26 27.57)"
AOI_3_Paris_img449,"LINESTRING (998.46 0.00, 989.26 27.57)"
AOI_3_Paris_img449,"LINESTRING (1285.67 333.08, 1245.70 353.08, 1202.51 361.80, 1145.46 360.61, 1109.80 352.29, 1076.12 347.14, 1040.85 346.75, 1005.75 341.85)"
AOI_3_Paris_img449,"LINESTRING (1096.23 0.00, 1157.90 4.11, 1300.00 12.47)"
AOI_3_Paris_img449,"LINESTRING (1285.67 333.08, 1196.97 336.05, 1137.14 325.35, 1092.36 296.82, 1048.86 240.42, 1080.51 198.33, 1113.00 158.70, 1183.53 120.67, 1239.79 102.44, 1300.00 90.17)"
AOI_3_Paris_img449,"LINESTRING (1285.67 333.08, 1300.00 326.04)"
AOI_3_Paris_img449,"LINESTRING (819.23 309.82, 827.60 322.20)"
AOI_3_Paris_img449,"LINESTRING (827.60 322.20, 823.17 360.24)"
AOI_3_Paris_img449,"LINESTRING (823.17 360.24, 825.07 400.18)"
AOI_3_Paris_img449,"LINESTRING (825.07 400.18, 829.74 425.06)"
AOI_3_Paris_img449,"LINESTRING (829.74 425.06, 834.58 450.26)"
AOI_3_Paris_img449,"LINESTRING (834.58 450.26, 868.49 478.16)"
AOI_3_Paris_img449,"LINESTRING (868.49 478.16, 939.50 504.15)"
AOI_3_Paris_img449,"LINESTRING (939.50 504.15, 975.63 525.70)"
AOI_3_Paris_img449,"LINESTRING (975.63 525.70, 962.00 573.57)"
AOI_3_Paris_img449,"LINESTRING (962.00 573.57, 908.67 640.80)"
AOI_3_Paris_img449,"LINESTRING (908.67 640.80, 806.94 731.74)"
AOI_3_Paris_img449,"LINESTRING (806.94 731.74, 655.89 881.24)"
AOI_3_Paris_img449,"LINESTRING (655.89 881.24, 611.20 922.86)"
AOI_3_Paris_img449,"LINESTRING (611.20 922.86, 546.46 990.67)"
AOI_3_Paris_img449,"LINESTRING (546.46 990.67, 409.29 1149.42)"
AOI_3_Paris_img449,"LINESTRING (409.29 1149.42, 278.30 1300.00)"
AOI_3_Paris_img449,"LINESTRING (807.44 234.48, 817.94 223.35)"
AOI_3_Paris_img449,"LINESTRING (817.94 223.35, 837.11 203.02)"
AOI_3_Paris_img449,"LINESTRING (837.11 203.02, 897.97 184.63)"
AOI_3_Paris_img449,"LINESTRING (897.97 184.63, 985.46 194.78)"
AOI_3_Paris_img449,"LINESTRING (985.46 194.78, 1017.71 218.04)"
AOI_3_Paris_img449,"LINESTRING (1017.71 218.04, 1048.86 240.42)"
AOI_3_Paris_img449,"LINESTRING (1048.86 240.42, 1053.29 294.31)"
AOI_3_Paris_img449,"LINESTRING (1053.29 294.31, 1005.75 341.85)"
AOI_3_Paris_img449,"LINESTRING (1005.75 341.85, 932.21 354.53)"
AOI_3_Paris_img449,"LINESTRING (932.21 354.53, 892.14 344.99)"
AOI_3_Paris_img449,"LINESTRING (892.14 344.99, 852.33 335.51)"
AOI_3_Paris_img449,"LINESTRING (852.33 335.51, 827.60 322.20)"
AOI_3_Paris_img449,"LINESTRING (819.23 309.82, 813.02 300.65)"
AOI_3_Paris_img449,"LINESTRING (813.02 300.65, 805.42 272.12)"
AOI_3_Paris_img449,"LINESTRING (805.42 272.12, 807.44 234.48)"
AOI_3_Paris_img263,LINESTRING EMPTY
AOI_3_Paris_img192,"LINESTRING (745.29 1202.79, 974.70 1232.11, 1121.28 1251.35)"
AOI_3_Paris_img192,"LINESTRING (974.70 1232.11, 988.57 1198.04)"
AOI_3_Paris_img192,"LINESTRING (1146.20 1300.00, 1121.28 1251.35, 1093.17 1196.45)"
AOI_3_Paris_img37,"LINESTRING (0.00 666.17, 104.76 769.63, 218.08 852.83, 381.60 917.38, 718.68 1047.91)"
AOI_3_Paris_img37,"LINESTRING (718.68 1047.91, 735.89 1027.82, 733.02 986.23, 712.94 894.43, 707.20 832.75, 711.51 779.67, 738.76 737.36, 803.31 664.21, 814.78 639.82, 803.31 607.55, 768.17 560.21, 667.76 470.56, 435.39 246.80, 270.43 73.95, 196.70 0.00)"
AOI_3_Paris_img37,"LINESTRING (753.82 417.85, 541.53 198.39, 371.56 28.41, 344.70 0.00)"
AOI_3_Paris_img37,"LINESTRING (608.78 0.00, 670.63 76.82, 764.58 205.92, 777.49 228.87, 774.45 242.33, 770.68 258.99, 790.04 297.00, 829.49 342.19, 836.66 348.64, 937.78 318.52, 998.03 411.04, 1048.23 468.41, 1083.37 477.02, 1123.54 522.92, 1150.07 550.17, 1294.23 699.35, 1300.00 703.74)"
AOI_3_Paris_img37,"LINESTRING (718.68 1047.91, 883.63 1103.85, 996.95 1152.62, 1081.58 1204.25, 1175.53 1234.38, 1213.67 1246.86, 1296.02 1273.82, 1300.00 1274.88)"
AOI_3_Paris_img37,"LINESTRING (1300.00 74.57, 1288.13 78.62, 820.52 224.92, 774.45 242.33)"
AOI_3_Paris_img37,"LINESTRING (937.78 318.52, 1037.83 280.15, 1174.82 236.40, 1223.58 301.66, 1296.74 394.90, 1264.46 409.24, 1176.97 441.52, 1083.37 477.02)"
AOI_3_Paris_img37,"LINESTRING (1213.67 1246.86, 1187.01 1284.58, 1167.73 1300.00)"
AOI_3_Paris_img37,"LINESTRING (1174.82 236.40, 1159.04 214.88, 1248.69 186.20)"
AOI_3_Paris_img37,"LINESTRING (1300.00 493.20, 1150.07 550.17, 1125.33 558.78, 1015.60 600.38, 996.23 617.23, 996.59 632.65, 1102.38 747.76, 1300.00 954.32)"
AOI_3_Paris_img363,"LINESTRING (1300.00 159.02, 1186.69 162.79, 1068.45 165.64, 936.91 171.03, 834.20 166.91, 729.92 154.23, 611.05 139.65, 484.26 138.38, 388.85 146.62, 279.49 167.86, 199.43 193.20, 166.32 203.68, 98.81 233.79, 0.00 279.25)"
AOI_3_Paris_img363,"LINESTRING (1300.00 1168.45, 1298.37 1167.77, 1160.69 1109.93, 924.86 1011.03, 704.24 916.57, 649.72 893.11, 637.12 887.64, 304.85 743.50, 0.00 617.02)"
AOI_3_Paris_img363,"LINESTRING (637.12 887.64, 514.37 1017.68, 431.95 1098.83, 366.02 1171.10, 333.06 1205.34, 234.16 1231.96, 112.44 1280.15, 91.76 1300.00)"
AOI_3_Paris_img363,"LINESTRING (273.24 0.00, 235.74 49.31, 199.43 193.20)"
AOI_3_Paris_img363,"LINESTRING (704.24 916.57, 829.77 791.68, 912.18 713.07, 972.41 652.84, 1037.39 591.03, 1125.19 454.41, 1191.12 366.92, 1268.47 274.36, 1300.00 238.93)"
AOI_3_Paris_img363,"LINESTRING (1300.00 714.28, 1232.65 683.59, 1117.90 631.28, 1037.39 591.03)"
AOI_3_Paris_img363,"LINESTRING (1174.74 1300.00, 1298.37 1167.77)"
AOI_3_Paris_img426,"LINESTRING (964.23 985.87, 1091.18 1062.95, 1248.57 1146.50, 1300.00 1176.53)"
AOI_3_Paris_img426,"LINESTRING (1300.00 1058.84, 1253.92 1034.04, 1151.86 982.06)"
AOI_3_Paris_img426,"LINESTRING (1214.06 979.52, 1300.00 1017.23)"
AOI_3_Paris_img451,"LINESTRING (112.67 0.00, 0.00 121.24)"
AOI_3_Paris_img451,"LINESTRING (0.00 445.52, 210.78 354.10, 436.72 326.28)"
AOI_3_Paris_img451,"LINESTRING (436.72 326.28, 514.23 344.30)"
AOI_3_Paris_img451,"LINESTRING (675.50 140.82, 633.75 234.84, 596.20 233.04, 541.53 256.47, 488.35 299.13, 436.72 326.28)"
AOI_3_Paris_img451,"LINESTRING (447.30 0.00, 675.50 140.82)"
AOI_3_Paris_img451,"LINESTRING (723.27 0.00, 697.90 65.61, 689.88 90.27, 681.25 113.09, 675.50 140.82)"
AOI_3_Paris_img399,"LINESTRING (0.00 665.50, 864.61 853.08, 1134.96 913.83, 1300.00 942.35)"
AOI_3_Paris_img172,"LINESTRING (43.58 7.49, 0.00 52.16)"
AOI_3_Paris_img172,"LINESTRING (0.00 498.36, 120.29 548.82, 145.27 589.48, 130.47 618.61, 87.00 644.71, 49.08 665.35, 34.28 700.55, 61.10 726.65, 143.22 752.40)"
AOI_3_Paris_img172,"LINESTRING (0.00 544.65, 94.78 578.94, 145.27 589.48)"
AOI_3_Paris_img172,"LINESTRING (0.00 595.38, 38.51 607.34, 1.29 656.77)"
AOI_3_Paris_img172,"LINESTRING (0.00 656.35, 1.29 656.77, 0.00 661.11)"
AOI_3_Paris_img172,"LINESTRING (56.69 787.42, 54.09 772.08, 31.59 749.93, 3.88 723.80, 0.00 712.33)"
AOI_3_Paris_img172,"LINESTRING (0.00 769.24, 56.69 787.42, 31.59 836.28)"
AOI_3_Paris_img172,"LINESTRING (0.00 826.31, 31.59 836.28, 0.00 881.25)"
AOI_3_Paris_img172,"LINESTRING (0.00 966.14, 143.22 752.40, 528.07 197.62)"
AOI_3_Paris_img172,"LINESTRING (0.00 1072.81, 98.56 920.86, 337.18 537.29, 565.08 210.34)"
AOI_3_Paris_img172,"LINESTRING (301.75 110.46, 270.57 145.61, 217.73 131.57, 20.43 363.65)"
AOI_3_Paris_img172,"LINESTRING (24.80 0.00, 43.58 7.49, 286.23 104.27, 301.75 110.46, 471.84 178.30, 528.07 197.62, 565.08 210.34, 755.20 276.34)"
AOI_3_Paris_img172,"LINESTRING (38.51 607.34, 63.61 579.51, 94.78 578.94, 127.67 601.09, 130.47 618.61)"
AOI_3_Paris_img172,"LINESTRING (255.14 997.60, 417.67 1041.07, 473.85 1031.71, 491.91 1003.62)"
AOI_3_Paris_img172,"LINESTRING (370.51 0.00, 286.23 104.27)"
AOI_3_Paris_img172,"LINESTRING (716.57 1300.00, 743.38 1151.43, 763.44 994.92, 758.09 937.41, 816.95 855.81, 815.61 839.76, 462.48 711.35, 346.10 866.51, 336.74 877.21, 304.64 891.93, 259.16 949.44, 255.14 997.60, 186.93 1084.55, 162.85 1100.60, 154.82 1128.69, 228.39 1162.13, 355.47 1199.58, 431.71 1222.32, 433.72 1245.06, 392.40 1300.00)"
AOI_3_Paris_img172,"LINESTRING (1280.98 414.77, 1228.15 442.86, 1216.61 445.03, 720.51 538.50)"
AOI_3_Paris_img172,"LINESTRING (1300.00 413.37, 1280.98 414.77, 1251.55 411.42, 1169.96 394.70, 1089.61 376.00, 755.20 276.34)"
AOI_3_Paris_img172,"LINESTRING (755.20 276.34, 880.55 119.10, 961.50 143.25, 997.25 88.75, 1057.36 0.00)"
AOI_3_Paris_img172,"LINESTRING (1216.61 445.03, 1206.24 491.39, 1152.74 564.96, 1095.22 637.86, 1053.75 687.35, 1045.06 702.74, 1027.67 743.53)"
AOI_3_Paris_img172,"LINESTRING (1300.00 97.93, 1089.61 376.00)"
AOI_3_Paris_img227,"LINESTRING (0.00 39.77, 119.15 80.20, 257.03 119.92, 512.84 210.28, 533.43 217.55, 650.08 254.32, 821.25 307.57, 969.60 357.02, 1175.00 425.49, 1300.00 465.73)"
AOI_3_Paris_img227,"LINESTRING (119.15 80.20, 0.00 243.02)"
AOI_3_Paris_img227,"LINESTRING (84.56 346.89, 0.00 459.98)"
AOI_3_Paris_img227,"LINESTRING (0.00 832.33, 33.84 841.38)"
AOI_3_Paris_img227,"LINESTRING (121.01 1288.01, 249.07 1133.32, 382.55 971.96, 251.32 921.25, 179.91 895.29, 33.84 841.38)"
AOI_3_Paris_img227,"LINESTRING (33.84 841.38, 241.46 565.93, 335.00 448.95, 436.44 316.45, 512.84 210.28, 536.89 188.87, 575.38 168.50, 684.44 159.06, 703.30 148.12, 728.59 138.31, 740.28 120.95, 743.30 90.38, 711.98 65.10, 639.91 19.44, 619.73 0.00)"
AOI_3_Paris_img227,"LINESTRING (84.56 346.89, 45.89 318.36)"
AOI_3_Paris_img227,"LINESTRING (84.56 346.89, 156.83 358.30)"
AOI_3_Paris_img227,"LINESTRING (110.48 1300.00, 121.01 1288.01)"
AOI_3_Paris_img227,"LINESTRING (121.01 1288.01, 163.49 1300.00)"
AOI_3_Paris_img227,"LINESTRING (179.91 895.29, 237.27 834.91, 280.28 806.99, 361.04 768.87, 465.19 720.20, 558.02 677.93, 586.32 659.44, 645.94 652.27, 676.51 637.18, 703.30 616.04, 716.89 592.27)"
AOI_3_Paris_img227,"LINESTRING (267.96 1300.00, 383.82 1265.49, 435.17 1222.38, 497.93 1171.03, 543.58 1140.60, 614.58 1136.79, 666.57 1159.62, 712.85 1189.41, 756.87 1300.00)"
AOI_3_Paris_img227,"LINESTRING (879.14 1300.00, 987.99 1183.71)"
AOI_3_Paris_img33,"LINESTRING (603.46 17.10, 620.29 0.00)"
AOI_3_Paris_img33,"LINESTRING (750.20 154.08, 710.70 98.81, 668.64 77.63)"
AOI_3_Paris_img33,"LINESTRING (737.16 0.00, 1043.17 429.77)"
AOI_3_Paris_img33,"LINESTRING (791.29 0.00, 817.57 34.74, 1037.21 322.17, 1094.12 424.25, 1151.03 506.57, 1196.22 577.92)"
AOI_3_Paris_img33,"LINESTRING (1300.00 441.65, 1173.02 379.61, 1091.91 329.74, 1037.84 267.86, 992.78 207.18, 966.94 183.14, 929.09 174.13, 802.32 201.17)"
AOI_3_Paris_img33,"LINESTRING (909.57 0.00, 923.01 18.37, 978.63 100.45, 1009.59 141.06, 1036.37 133.92, 1156.88 25.26, 1188.69 0.00)"
AOI_3_Paris_img33,"LINESTRING (1300.00 413.67, 1284.77 313.52, 1279.96 220.39, 1300.00 103.30)"
AOI_3_Paris_img31,"LINESTRING (0.00 587.54, 73.29 571.33, 350.13 506.78, 575.32 437.93, 530.86 357.61, 481.41 304.62, 450.53 271.54, 361.60 182.61, 274.10 70.73, 232.95 0.00)"
AOI_3_Paris_img31,"LINESTRING (0.00 694.09, 148.24 765.33, 453.76 913.07, 410.73 967.58, 308.89 1052.21, 238.60 1099.54, 195.57 1113.89, 142.50 1113.89, 7.66 1103.85, 0.00 1103.85)"
AOI_3_Paris_img31,"LINESTRING (481.41 304.62, 625.89 350.79, 803.75 416.77, 1023.21 499.97, 1155.18 560.21, 1288.57 654.88, 1300.00 666.17)"
AOI_3_Paris_img88,"LINESTRING (114.62 0.00, 84.06 36.93, 32.71 111.10, 0.00 156.76)"
AOI_3_Paris_img88,"LINESTRING (0.00 251.23, 94.20 280.37, 253.96 327.92, 389.63 371.03, 607.08 473.73, 626.97 483.71, 772.54 556.78, 924.69 632.22, 938.96 639.83, 997.14 669.66, 1037.54 690.55, 1154.19 755.84, 1300.00 827.35)"
AOI_3_Paris_img88,"LINESTRING (0.00 858.59, 1.65 859.18, 168.38 922.58, 303.41 968.22, 461.27 1031.62, 583.62 1069.65, 728.80 1119.10, 877.15 1168.55, 1130.85 1255.67, 1236.89 1289.25, 1264.65 1300.00)"
AOI_3_Paris_img88,"LINESTRING (305.07 1231.91, 0.00 1118.56)"
AOI_3_Paris_img88,"LINESTRING (938.96 639.83, 833.72 732.39, 781.74 777.40, 750.67 805.93, 672.69 856.33, 613.74 899.44, 490.75 1018.94, 324.97 1197.71, 312.93 1218.40, 305.07 1231.91, 283.68 1268.69, 267.92 1300.00)"
AOI_3_Paris_img88,"LINESTRING (588.59 1300.00, 575.94 1295.29, 560.10 1283.21, 531.04 1273.03, 500.10 1276.42, 455.19 1264.72, 312.93 1218.40)"
AOI_3_Paris_img88,"LINESTRING (529.92 0.00, 513.57 22.03)"
AOI_3_Paris_img88,"LINESTRING (937.06 197.01, 847.03 296.54, 782.37 301.61, 704.39 378.32, 671.43 416.36, 626.97 483.71)"
AOI_3_Paris_img88,"LINESTRING (825.19 1258.12, 795.32 1300.00)"
AOI_3_Paris_img88,"LINESTRING (1300.00 287.97, 1229.31 385.93, 1165.92 479.75, 1113.30 546.95, 1042.93 626.83, 997.14 669.66)"
AOI_3_Paris_img88,"LINESTRING (1300.00 97.94, 1179.55 56.58, 1158.15 49.84, 1000.06 0.00)"
AOI_3_Paris_img88,"LINESTRING (1193.87 0.00, 1158.15 49.84)"
AOI_3_Paris_img88,"LINESTRING (1229.31 385.93, 1300.00 408.92)"
AOI_3_Paris_img54,"LINESTRING (676.11 1245.50, 676.45 1269.55, 676.88 1300.00)"
AOI_3_Paris_img54,"LINESTRING (676.45 1269.55, 824.45 1221.41, 866.29 1196.05, 837.81 1164.79)"
AOI_3_Paris_img54,"LINESTRING (755.35 134.48, 832.06 101.52, 860.59 55.87, 859.60 0.00)"
AOI_3_Paris_img54,"LINESTRING (897.36 332.28, 1133.48 265.95, 1143.34 263.18)"
AOI_3_Paris_img54,"LINESTRING (1026.08 1300.00, 1056.48 1137.73, 1193.26 1183.85, 1221.15 1207.94, 1261.73 1242.18, 1300.00 1256.91)"
AOI_3_Paris_img54,"LINESTRING (1133.48 265.95, 1084.06 173.16)"
AOI_3_Paris_img54,"LINESTRING (1300.00 1093.49, 1221.15 1207.94)"
AOI_3_Paris_img184,"LINESTRING (517.40 1300.00, 757.47 1064.08, 1300.00 526.82)"
AOI_3_Paris_img250,"LINESTRING (0.00 552.25, 39.83 517.67, 117.81 453.01, 151.41 417.50, 174.23 373.13, 224.32 309.10, 259.19 265.99, 292.15 233.65, 352.38 176.60, 399.29 127.78, 481.07 63.12, 526.08 37.76, 593.92 25.08, 661.75 28.88, 717.54 33.96, 787.28 87.21, 870.96 148.07, 928.02 181.04, 995.22 221.61, 1072.56 276.13, 1182.87 350.30)"
AOI_3_Paris_img250,"LINESTRING (1300.00 765.92, 1207.59 746.21, 1098.55 743.68, 919.14 731.00, 758.75 724.66, 583.14 720.85, 383.44 722.76, 309.27 724.02, 117.81 682.82, 0.00 657.65)"
AOI_3_Paris_img250,"LINESTRING (807.11 1300.00, 837.99 1255.60, 859.55 1231.51)"
AOI_3_Paris_img250,"LINESTRING (1300.00 370.76, 1270.04 383.59, 1230.73 400.70, 1150.22 509.75)"
AOI_3_Paris_img321,LINESTRING EMPTY
AOI_3_Paris_img213,LINESTRING EMPTY
AOI_3_Paris_img233,LINESTRING EMPTY
AOI_3_Paris_img140,LINESTRING EMPTY
AOI_3_Paris_img136,"LINESTRING (0.00 427.79, 74.21 440.76, 108.45 390.68, 242.85 388.78, 342.38 415.41, 415.89 441.41)"
AOI_3_Paris_img136,"LINESTRING (0.00 842.76, 42.99 861.08, 195.77 923.21)"
AOI_3_Paris_img136,"LINESTRING (0.00 1148.93, 4.95 1144.46, 99.41 1077.26, 169.15 1017.04, 195.77 923.21, 206.75 904.49, 217.33 886.44, 294.04 587.21, 346.02 518.74, 415.89 441.41)"
